image_id,class,stratum,cell,text_score,reference,exhaustive,n_boxes
2392139,stop sign,boundary,,0.0414,absent,no,0
2341514,stop sign,boundary,,0.0413,absent,no,0
2330522,stop sign,boundary,,0.0404,absent,no,0
1592588,stop sign,boundary,,0.0403,absent,no,0
2388336,stop sign,boundary,,0.0403,absent,no,0
2340977,stop sign,boundary,,0.0401,absent,no,0
2317420,stop sign,boundary,,0.04,absent,no,0
2368371,stop sign,boundary,,0.0399,absent,no,0
2386838,stop sign,boundary,,0.0398,absent,no,0
429,stop sign,boundary,,0.0392,absent,no,0
2335495,stop sign,boundary,,0.0391,absent,no,0
2938,stop sign,boundary,,0.0387,absent,no,0
2367538,stop sign,boundary,,0.0386,absent,no,0
1592159,stop sign,boundary,,0.0384,absent,no,0
2378459,stop sign,boundary,,0.0383,absent,no,0
2373903,stop sign,boundary,,0.0382,absent,no,0
2386082,stop sign,boundary,,0.0381,absent,no,0
2335738,stop sign,boundary,,0.038,absent,no,0
2382681,stop sign,boundary,,0.038,absent,no,0
2332766,stop sign,boundary,,0.0379,absent,no,0
2403328,stop sign,boundary,,0.0376,absent,no,0
2814,stop sign,boundary,,0.0375,absent,no,0
2376417,stop sign,boundary,,0.0374,absent,no,0
2400,stop sign,boundary,,0.0372,absent,no,0
1908,stop sign,boundary,,0.0371,absent,no,0
2402185,stop sign,boundary,,0.0368,absent,no,0
2333976,stop sign,boundary,,0.0367,absent,no,0
1444,stop sign,boundary,,0.0365,absent,no,0
2378783,stop sign,boundary,,0.0361,absent,no,0
2383825,stop sign,boundary,,0.036,absent,no,0
2411395,stop sign,boundary,,0.036,absent,no,0
3253,stop sign,boundary,,0.0354,absent,no,0
2897,stop sign,boundary,,0.0354,absent,no,0
2368618,stop sign,boundary,,0.0353,absent,no,0
822,stop sign,boundary,,0.035,absent,no,0
2377196,stop sign,boundary,,0.0348,absent,no,0
702,stop sign,boundary,,0.0346,absent,no,0
2360895,stop sign,boundary,,0.0341,absent,no,0
1716,stop sign,boundary,,0.0341,absent,no,0
2335149,stop sign,boundary,,0.0338,absent,no,0
2341608,stop sign,boundary,,0.0334,absent,no,0
3081,stop sign,boundary,,0.0333,absent,no,0
2338822,stop sign,boundary,,0.0802,absent,yes,0
2411912,stop sign,boundary,,0.0786,absent,yes,0
2346019,stop sign,boundary,,0.0784,absent,yes,0
2368478,stop sign,boundary,,0.0752,absent,yes,0
2374487,stop sign,boundary,,0.0749,absent,yes,0
2392128,stop sign,boundary,,0.0745,absent,yes,0
2342219,stop sign,boundary,,0.073,absent,yes,0
2360649,stop sign,boundary,,0.0719,absent,yes,0
2380193,stop sign,boundary,,0.071,absent,yes,0
2370707,stop sign,boundary,,0.0699,absent,yes,0
2361377,stop sign,boundary,,0.0689,absent,yes,0
2416246,stop sign,boundary,,0.0685,absent,yes,0
2336569,stop sign,boundary,,0.0676,absent,yes,0
2413495,stop sign,boundary,,0.0673,absent,yes,0
2354790,stop sign,boundary,,0.0669,absent,yes,0
2329296,stop sign,boundary,,0.0665,absent,yes,0
2355890,stop sign,boundary,,0.066,absent,yes,0
2343839,stop sign,boundary,,0.0618,absent,yes,0
2369709,stop sign,boundary,,0.0611,absent,yes,0
2406371,stop sign,boundary,,0.0609,absent,yes,0
2322539,stop sign,boundary,,0.0609,absent,yes,0
2336820,stop sign,boundary,,0.0602,absent,yes,0
2416932,stop sign,boundary,,0.0581,absent,yes,0
2388387,stop sign,boundary,,0.0576,absent,yes,0
2328391,stop sign,boundary,,0.0556,absent,yes,0
2412391,stop sign,boundary,,0.0556,absent,yes,0
2355824,stop sign,boundary,,0.0548,absent,yes,0
2384298,stop sign,boundary,,0.0544,absent,yes,0
2355948,stop sign,boundary,,0.0543,absent,yes,0
2328932,stop sign,boundary,,0.0529,absent,yes,0
2330273,stop sign,boundary,,0.052,absent,yes,0
2399042,stop sign,boundary,,0.0517,absent,yes,0
2322133,stop sign,boundary,,0.0475,absent,yes,0
2365577,stop sign,boundary,,0.0464,absent,yes,0
2355537,stop sign,boundary,,0.0455,absent,yes,0
2341376,stop sign,boundary,,0.0454,absent,yes,0
2397024,stop sign,boundary,,0.0447,absent,yes,0
1160244,stop sign,boundary,,0.0445,absent,yes,0
2378930,stop sign,boundary,,0.0445,absent,yes,0
918,stop sign,random,,-0.0413,absent,no,0
2352985,stop sign,random,,-0.0232,absent,no,0
2332559,stop sign,random,,-0.0182,absent,no,0
2399841,stop sign,random,,-0.0046,absent,no,0
2364391,stop sign,random,,-0.0408,absent,no,0
68,stop sign,random,,-0.033,absent,no,0
2394634,stop sign,random,,-0.0082,absent,no,0
2349695,stop sign,random,,0.0076,absent,no,0
2398041,stop sign,random,,-0.0176,absent,no,0
2341258,stop sign,random,,-0.0418,absent,no,0
2364610,stop sign,random,,-0.0126,absent,no,0
2413498,stop sign,random,,-0.0329,absent,no,0
2405658,stop sign,random,,-0.03,absent,no,0
2383885,stop sign,random,,-0.0536,absent,no,0
2370423,stop sign,random,,-0.0523,absent,no,0
2316696,stop sign,random,,-0.0188,absent,no,0
2331463,stop sign,random,,-0.0309,absent,no,0
2412691,stop sign,random,,-0.0033,absent,no,0
2350533,stop sign,random,,-0.0019,absent,no,0
2322291,stop sign,random,,-0.0134,absent,no,0
2006,stop sign,random,,-0.0369,absent,no,0
2392709,stop sign,random,,-0.0305,absent,no,0
713800,stop sign,random,,0.0129,absent,no,0
2325943,stop sign,random,,-0.0215,absent,no,0
2365959,stop sign,random,,0.0178,absent,no,0
2334397,stop sign,random,,-0.0231,absent,no,0
2363995,stop sign,random,,-0.0399,absent,no,0
1592829,stop sign,random,,-0.0257,absent,no,0
2392796,stop sign,random,,-0.0362,absent,no,0
2400459,stop sign,random,,-0.0137,absent,no,0
4817,stop sign,random,,-0.0324,absent,no,0
1572,stop sign,random,,0.0299,absent,no,0
2415460,stop sign,random,,-0.0219,absent,no,0
2320643,stop sign,random,,-0.0359,absent,no,0
2377949,stop sign,random,,-0.0285,absent,no,0
1821,stop sign,random,,-0.013,absent,no,0
2392889,stop sign,random,,0.0007,absent,no,0
2354145,stop sign,random,,-0.0385,absent,no,0
2408005,stop sign,random,,-0.0015,absent,no,0
2379068,stop sign,random,,-0.0106,absent,no,0
2326205,stop sign,random,,-0.022,absent,no,0
2046,stop sign,random,,0.0131,absent,no,0
2403260,stop sign,random,,-0.0225,absent,no,0
2341082,stop sign,random,,-0.0351,absent,no,0
2389707,stop sign,random,,-0.0196,absent,no,0
2360956,stop sign,random,,-0.0166,absent,no,0
2370634,stop sign,random,,-0.0422,absent,no,0
2377659,stop sign,random,,-0.0599,absent,no,0
179,stop sign,random,,-0.0347,absent,no,0
2325472,stop sign,random,,-0.0443,absent,no,0
2324787,stop sign,random,,-0.0245,absent,no,0
2371261,stop sign,random,,-0.0288,absent,no,0
2386386,stop sign,random,,-0.0142,absent,no,0
2350688,stop sign,random,,-0.0259,absent,no,0
2385288,stop sign,random,,-0.017,absent,no,0
2344646,stop sign,random,,-0.0082,absent,no,0
2399695,stop sign,random,,-0.0248,absent,yes,0
2395174,stop sign,random,,-0.0117,absent,yes,0
2360775,stop sign,random,,-0.0107,absent,yes,0
2323290,stop sign,random,,-0.0125,absent,yes,0
2396531,stop sign,random,,-0.0121,absent,yes,0
2346596,stop sign,random,,-0.023,absent,yes,0
2410544,stop sign,random,,-0.011,absent,yes,0
2367976,stop sign,random,,-0.0151,absent,yes,0
2397086,stop sign,random,,-0.0372,absent,yes,0
2396098,stop sign,random,,-0.005,absent,yes,0
2365101,stop sign,random,,-0.0304,absent,yes,0
2351639,stop sign,random,,-0.0199,absent,yes,0
2323019,stop sign,random,,-0.0158,absent,yes,0
2383451,stop sign,random,,-0.0212,absent,yes,0
