image_id,class,stratum,cell,text_score,reference,exhaustive,n_boxes
2346981,knife,boundary,,0.0196,absent,no,0
2331516,knife,boundary,,0.0195,absent,no,0
2318351,knife,boundary,,0.0194,absent,no,0
2354776,knife,boundary,,0.0193,absent,no,0
2334050,knife,boundary,,0.0191,absent,no,0
2408320,knife,boundary,,0.0187,absent,no,0
2335811,knife,boundary,,0.0186,absent,no,0
2332462,knife,boundary,,0.0185,absent,no,0
4960,knife,boundary,,0.0184,absent,no,0
4216,knife,boundary,,0.0184,absent,no,0
2384185,knife,boundary,,0.0181,absent,no,0
2403107,knife,boundary,,0.018,absent,no,0
1187,knife,boundary,,0.0179,absent,no,0
2408003,knife,boundary,,0.0178,absent,no,0
2328179,knife,boundary,,0.0177,absent,no,0
2341247,knife,boundary,,0.0176,absent,no,0
2403209,knife,boundary,,0.0175,absent,no,0
2368512,knife,boundary,,0.0174,absent,no,0
2399091,knife,boundary,,0.0173,absent,no,0
2394038,knife,boundary,,0.0173,absent,no,0
2371816,knife,boundary,,0.0172,absent,no,0
2335196,knife,boundary,,0.0171,absent,no,0
2365126,knife,boundary,,0.017,absent,no,0
1159536,knife,boundary,,0.0169,absent,no,0
2358304,knife,boundary,,0.0168,absent,no,0
2380435,knife,boundary,,0.0167,absent,no,0
2355374,knife,boundary,,0.0166,absent,no,0
2322204,knife,boundary,,0.0165,absent,no,0
2367240,knife,boundary,,0.0164,absent,no,0
2343668,knife,boundary,,0.0164,absent,no,0
2413146,knife,boundary,,0.0164,absent,no,0
2390760,knife,boundary,,0.0163,absent,no,0
2400917,knife,boundary,,0.0163,absent,no,0
2323936,knife,boundary,,0.0163,absent,no,0
2325253,knife,boundary,,0.0162,absent,no,0
2370423,knife,boundary,,0.0162,absent,no,0
2323145,knife,boundary,,0.0162,absent,no,0
2394595,knife,boundary,,0.0162,absent,no,0
1188,knife,boundary,,0.0162,absent,no,0
2411873,knife,boundary,,0.0162,absent,no,0
2409021,knife,boundary,,0.0161,absent,no,0
2336485,knife,boundary,,0.0161,absent,no,0
2398108,knife,boundary,,0.0161,absent,no,0
2326092,knife,boundary,,0.0161,absent,no,0
2347675,knife,boundary,,0.016,absent,no,0
150327,knife,boundary,,0.0159,absent,no,0
2382170,knife,boundary,,0.0157,absent,no,0
2377089,knife,boundary,,0.0156,absent,no,0
2406273,knife,boundary,,0.0156,absent,no,0
2406885,knife,boundary,,0.0155,absent,no,0
2408975,knife,boundary,,0.0155,absent,no,0
2386661,knife,boundary,,0.0154,absent,no,0
2324495,knife,boundary,,0.0154,absent,no,0
2337876,knife,boundary,,0.0153,absent,no,0
713105,knife,boundary,,0.0152,absent,no,0
2364221,knife,boundary,,0.0151,absent,no,0
2325472,knife,boundary,,0.0151,absent,no,0
2367917,knife,boundary,,0.015,absent,no,0
2398562,knife,boundary,,0.015,absent,no,0
2350334,knife,boundary,,0.0718,absent,yes,0
2343672,knife,boundary,,0.0547,absent,yes,0
2390345,knife,boundary,,0.0537,absent,yes,0
2417271,knife,boundary,,0.0521,absent,yes,0
2332912,knife,boundary,,0.0519,absent,yes,0
2336173,knife,boundary,,0.0501,absent,yes,0
2317881,knife,boundary,,0.0476,absent,yes,0
2340056,knife,boundary,,0.0461,absent,yes,0
2377105,knife,boundary,,0.0459,absent,yes,0
2357025,knife,boundary,,0.0457,absent,yes,0
2361732,knife,boundary,,0.0441,absent,yes,0
2391991,knife,boundary,,0.043,absent,yes,0
2413441,knife,boundary,,0.0426,absent,yes,0
2390905,knife,boundary,,0.0424,absent,yes,0
2342883,knife,boundary,,0.0424,absent,yes,0
2410022,knife,boundary,,0.0423,absent,yes,0
2350894,knife,boundary,,0.0414,absent,yes,0
2340482,knife,boundary,,0.0401,absent,yes,0
2323843,knife,boundary,,0.0399,absent,yes,0
2341992,knife,boundary,,0.0395,absent,yes,0
2335733,knife,boundary,,0.0391,absent,yes,0
2402058,knife,boundary,,0.0379,absent,yes,0
2357430,knife,boundary,,0.0379,absent,yes,0
1159667,knife,boundary,,0.0362,absent,yes,0
2411584,knife,boundary,,0.0359,absent,yes,0
2318894,knife,boundary,,0.0348,absent,yes,0
2316113,knife,boundary,,0.0339,absent,yes,0
2360389,knife,boundary,,0.0338,absent,yes,0
1591879,knife,boundary,,0.0338,absent,yes,0
2320229,knife,boundary,,0.0323,absent,yes,0
2398101,knife,boundary,,0.0309,absent,yes,0
2366560,knife,boundary,,0.0299,absent,yes,0
2382310,knife,boundary,,0.0297,absent,yes,0
1592013,knife,boundary,,0.0296,absent,yes,0
2385672,knife,boundary,,0.0291,absent,yes,0
2349865,knife,boundary,,0.0286,absent,yes,0
2400633,knife,boundary,,0.0279,absent,yes,0
2362740,knife,boundary,,0.0274,absent,yes,0
2330082,knife,boundary,,0.0274,absent,yes,0
2350343,knife,random,,-0.0102,absent,no,0
2378783,knife,random,,-0.0264,absent,no,0
2343790,knife,random,,-0.0072,absent,no,0
2387652,knife,random,,-0.0375,absent,no,0
2329127,knife,random,,-0.0242,absent,no,0
2429,knife,random,,-0.0211,absent,no,0
2326944,knife,random,,-0.0122,absent,no,0
2379549,knife,random,,0.008,absent,no,0
2321393,knife,random,,-0.0122,absent,no,0
2780,knife,random,,-0.0105,absent,no,0
2329926,knife,random,,-0.0083,absent,no,0
2341514,knife,random,,-0.0109,absent,no,0
2358474,knife,random,,-0.0031,absent,no,0
2362702,knife,random,,0.0103,absent,no,0
2334556,knife,random,,-0.0007,absent,no,0
2320427,knife,random,,-0.0267,absent,no,0
2405082,knife,random,,-0.0208,absent,no,0
2350281,knife,random,,-0.0091,absent,no,0
2404520,knife,random,,-0.0107,absent,no,0
2328305,knife,random,,-0.0044,absent,no,0
2377285,knife,random,,-0.0259,absent,no,0
2352055,knife,random,,0.0052,absent,no,0
2379947,knife,random,,-0.0268,absent,no,0
2349553,knife,random,,-0.0003,absent,no,0
2368377,knife,random,,0.0119,absent,no,0
2402052,knife,random,,-0.0288,absent,no,0
2328227,knife,random,,0.002,absent,no,0
2376171,knife,random,,0.0112,absent,no,0
2333359,knife,random,,-0.0194,absent,no,0
1591784,knife,random,,-0.0105,absent,no,0
2342264,knife,random,,0.0012,absent,no,0
2362690,knife,random,,-0.0021,absent,no,0
2411208,knife,random,,0.0005,absent,no,0
2357702,knife,random,,-0.0013,absent,no,0
2319967,knife,random,,0.0092,absent,no,0
2397360,knife,random,,0.006,absent,no,0
2408005,knife,random,,0.0069,absent,no,0
2361957,knife,random,,-0.0063,absent,no,0
2417100,knife,random,,-0.0253,absent,no,0
2230,knife,random,,-0.0034,absent,no,0
2317427,knife,random,,-0.0192,absent,no,0
2388265,knife,random,,-0.0096,absent,no,0
192,knife,random,,-0.0235,absent,no,0
1593072,knife,random,,-0.0324,absent,no,0
1924,knife,random,,-0.0326,absent,no,0
2348449,knife,random,,0.0089,absent,no,0
2406410,knife,random,,-0.0101,absent,no,0
2410194,knife,random,,-0.0032,absent,no,0
2382747,knife,random,,0.0089,absent,no,0
2372525,knife,random,,0.0023,absent,no,0
4997,knife,random,,-0.0235,absent,no,0
2403995,knife,random,,-0.0089,absent,no,0
2321838,knife,random,,0.0065,absent,no,0
1990,knife,random,,-0.0254,absent,no,0
2385002,knife,random,,-0.0111,absent,no,0
2405918,knife,random,,-0.003,absent,no,0
2395236,knife,random,,0.003,absent,yes,0
2388495,knife,random,,-0.021,absent,yes,0
2350532,knife,random,,-0.0112,absent,yes,0
2397977,knife,random,,-0.0107,absent,yes,0
2357788,knife,random,,-0.0178,absent,yes,0
2394242,knife,random,,-0.017,absent,yes,0
2369114,knife,random,,-0.0041,absent,yes,0
2355620,knife,random,,-0.0019,absent,yes,0
2403115,knife,random,,0.0022,absent,yes,0
2358627,knife,random,,0.0009,absent,yes,0
2377738,knife,random,,-0.0429,absent,yes,0
2412091,knife,random,,-0.0159,absent,yes,0
285862,knife,random,,0.0089,absent,yes,0
2388420,knife,random,,-0.003,absent,yes,0
