image_id,class,stratum,cell,text_score,reference,exhaustive,n_boxes
2357430,kite,boundary,,0.054,absent,yes,0
2405445,kite,boundary,,0.0539,absent,yes,0
2346122,kite,boundary,,0.0538,absent,yes,0
2366522,kite,boundary,,0.0534,absent,yes,0
2373320,kite,boundary,,0.0525,absent,yes,0
2369310,kite,boundary,,0.0521,absent,yes,0
2372790,kite,boundary,,0.0514,absent,yes,0
2359372,kite,boundary,,0.051,absent,yes,0
2328674,kite,boundary,,0.0503,absent,yes,0
1592669,kite,boundary,,0.0494,absent,yes,0
2323085,kite,boundary,,0.0491,absent,yes,0
2391991,kite,boundary,,0.0489,absent,yes,0
2390061,kite,boundary,,0.0483,absent,yes,0
2411842,kite,boundary,,0.0469,absent,yes,0
2390359,kite,boundary,,0.0467,absent,yes,0
2330831,kite,boundary,,0.0467,absent,yes,0
2373888,kite,random,,0.0253,absent,no,0
2334397,kite,random,,-0.0023,absent,no,0
2324498,kite,random,,0.0083,absent,no,0
2378459,kite,random,,-0.0093,absent,no,0
2329904,kite,random,,0.0113,absent,no,0
2320573,kite,random,,0.0035,absent,no,0
2347094,kite,random,,-0.0362,absent,no,0
2372886,kite,random,,-0.0232,absent,no,0
2393715,kite,random,,0.0099,absent,no,0
285675,kite,random,,-0.0195,absent,no,0
2361617,kite,random,,-0.0043,absent,no,0
2371744,kite,random,,-0.0363,absent,no,0
1444,kite,random,,0.0098,absent,no,0
179,kite,random,,-0.0226,absent,no,0
2320817,kite,random,,-0.0335,absent,no,0
2323106,kite,random,,0.003,absent,no,0
2385288,kite,random,,0.0206,absent,no,0
2325826,kite,random,,-0.0257,absent,no,0
1592623,kite,random,,-0.0043,absent,no,0
2330815,kite,random,,0.0158,absent,no,0
2329492,kite,random,,-0.0188,absent,no,0
2389485,kite,random,,0.0147,absent,no,0
2231,kite,random,,-0.0016,absent,no,0
2417033,kite,random,,-0.0616,absent,no,0
2404884,kite,random,,-0.0131,absent,no,0
2406325,kite,random,,0.0068,absent,no,0
2359332,kite,random,,-0.0163,absent,no,0
2315796,kite,random,,-0.0179,absent,no,0
2413622,kite,random,,-0.0427,absent,no,0
2349662,kite,random,,-0.0086,absent,no,0
2327463,kite,random,,-0.0231,absent,no,0
2334118,kite,random,,-0.0019,absent,no,0
2364610,kite,random,,-0.0666,absent,no,0
2389034,kite,random,,-0.0434,absent,no,0
2389993,kite,random,,0.001,absent,no,0
2360,kite,random,,-0.0164,absent,no,0
2353470,kite,random,,-0.0103,absent,no,0
2353037,kite,random,,-0.0714,absent,no,0
2389243,kite,random,,-0.0585,absent,no,0
2388503,kite,random,,-0.0058,absent,no,0
2317040,kite,random,,-0.0045,absent,no,0
2403995,kite,random,,0.0136,absent,no,0
2361435,kite,random,,-0.0243,absent,no,0
2354808,kite,random,,0.0054,absent,no,0
2401991,kite,random,,-0.0093,absent,no,0
2353674,kite,random,,-0.0214,absent,no,0
2352590,kite,random,,0.0009,absent,no,0
2315405,kite,random,,0.0008,absent,no,0
2372350,kite,random,,-0.0476,absent,no,0
713657,kite,random,,-0.0214,absent,no,0
2317919,kite,random,,-0.0116,absent,no,0
2315378,kite,random,,0.0157,absent,no,0
2367538,kite,random,,0.0135,absent,no,0
2385075,kite,random,,-0.0132,absent,no,0
2429,kite,random,,0.0063,absent,no,0
2378474,kite,random,,-0.0038,absent,no,0
2385642,kite,random,,-0.0082,absent,yes,0
2349207,kite,random,,0.0382,absent,yes,0
2364110,kite,random,,-0.0147,absent,yes,0
2381939,kite,random,,0.0242,absent,yes,0
2412737,kite,random,,-0.0041,absent,yes,0
2403589,kite,random,,0.0098,absent,yes,0
2416725,kite,random,,-0.0113,absent,yes,0
2356415,kite,random,,-0.0566,absent,yes,0
2368652,kite,random,,-0.0287,absent,yes,0
2413910,kite,random,,-0.0114,absent,yes,0
2380728,kite,random,,0.0113,absent,yes,0
2417219,kite,random,,0.0094,absent,yes,0
2405448,kite,random,,-0.025,absent,yes,0
