image_id,class,stratum,cell,text_score,reference,exhaustive,n_boxes
2394918,boat,boundary,,0.0153,absent,no,0
2407821,boat,boundary,,0.0153,absent,no,0
2379785,boat,boundary,,0.0153,absent,no,0
2402530,boat,boundary,,0.0153,absent,no,0
2372821,boat,boundary,,0.0153,absent,no,0
2355650,boat,boundary,,0.0152,absent,no,0
2329005,boat,boundary,,0.0151,absent,no,0
2332055,boat,boundary,,0.0151,absent,no,0
2373385,boat,boundary,,0.0655,absent,yes,0
2327398,boat,boundary,,0.0587,absent,yes,0
2354393,boat,boundary,,0.0523,absent,yes,0
2394765,boat,boundary,,0.0509,absent,yes,0
2323421,boat,boundary,,0.0497,absent,yes,0
2351133,boat,boundary,,0.0472,absent,yes,0
2330799,boat,boundary,,0.0451,absent,yes,0
2344530,boat,boundary,,0.0447,absent,yes,0
2380413,boat,boundary,,0.0445,absent,yes,0
1592681,boat,boundary,,0.0441,absent,yes,0
2398889,boat,boundary,,0.0439,absent,yes,0
2370133,boat,boundary,,0.0431,absent,yes,0
2360117,boat,boundary,,0.0413,absent,yes,0
2407313,boat,boundary,,0.0404,absent,yes,0
2347048,boat,boundary,,0.0387,absent,yes,0
2337541,boat,boundary,,0.0372,absent,yes,0
2380378,boat,boundary,,0.0371,absent,yes,0
2402628,boat,boundary,,0.0367,absent,yes,0
2366160,boat,boundary,,0.0356,absent,yes,0
2339643,boat,boundary,,0.0355,absent,yes,0
2371698,boat,boundary,,0.0348,absent,yes,0
2388314,boat,boundary,,0.0342,absent,yes,0
2333386,boat,boundary,,0.0341,absent,yes,0
2340683,boat,boundary,,0.0339,absent,yes,0
2409590,boat,boundary,,0.0337,absent,yes,0
2367898,boat,boundary,,0.0328,absent,yes,0
2400122,boat,boundary,,0.0328,absent,yes,0
2351178,boat,boundary,,0.0325,absent,yes,0
2317014,boat,boundary,,0.0319,absent,yes,0
2345137,boat,boundary,,0.0312,absent,yes,0
285855,boat,boundary,,0.0311,absent,yes,0
2385504,boat,boundary,,0.0309,absent,yes,0
2385962,boat,boundary,,0.0296,absent,yes,0
2381144,boat,boundary,,0.029,absent,yes,0
2398113,boat,boundary,,0.0283,absent,yes,0
2347874,boat,boundary,,0.0282,absent,yes,0
2340482,boat,boundary,,0.0277,absent,yes,0
2375692,boat,boundary,,0.0276,absent,yes,0
2318459,boat,boundary,,0.0274,absent,yes,0
2401203,boat,boundary,,0.0273,absent,yes,0
2360753,boat,random,,-0.0438,absent,no,0
2364221,boat,random,,-0.0004,absent,no,0
2390777,boat,random,,-0.0077,absent,no,0
948,boat,random,,0.0145,absent,no,0
2393876,boat,random,,0.0073,absent,no,0
2409021,boat,random,,-0.0258,absent,no,0
2371535,boat,random,,-0.0005,absent,no,0
2355952,boat,random,,-0.0159,absent,no,0
2359332,boat,random,,-0.026,absent,no,0
2353400,boat,random,,-0.0035,absent,no,0
2417715,boat,random,,-0.0047,absent,no,0
2407928,boat,random,,-0.0218,absent,no,0
2390985,boat,random,,-0.0236,absent,no,0
2321393,boat,random,,-0.0018,absent,no,0
2315784,boat,random,,-0.0215,absent,no,0
1159479,boat,random,,-0.0167,absent,no,0
2345965,boat,random,,-0.01,absent,no,0
2360129,boat,random,,-0.0326,absent,no,0
2397733,boat,random,,0.0018,absent,no,0
2387168,boat,random,,-0.0137,absent,no,0
3024,boat,random,,-0.0217,absent,no,0
2401975,boat,random,,0.0097,absent,no,0
1159600,boat,random,,0.0023,absent,no,0
2395909,boat,random,,-0.0179,absent,no,0
2402410,boat,random,,-0.0299,absent,no,0
498049,boat,random,,-0.0294,absent,no,0
2338693,boat,random,,-0.011,absent,no,0
2385956,boat,random,,-0.0204,absent,no,0
2329123,boat,random,,0.0134,absent,no,0
2335654,boat,random,,-0.0052,absent,no,0
936,boat,random,,-0.0055,absent,no,0
2411277,boat,random,,-0.024,absent,no,0
150322,boat,random,,-0.0169,absent,no,0
2387300,boat,random,,-0.0048,absent,no,0
2374665,boat,random,,-0.0024,absent,no,0
2331543,boat,random,,-0.0106,absent,no,0
2376266,boat,random,,-0.0309,absent,no,0
2368150,boat,random,,0.0081,absent,no,0
2407423,boat,random,,-0.0143,absent,no,0
2376791,boat,random,,-0.0104,absent,no,0
2335662,boat,random,,-0.0328,absent,no,0
2389243,boat,random,,-0.0137,absent,no,0
2380680,boat,random,,-0.0459,absent,no,0
2390642,boat,random,,-0.0152,absent,no,0
2406154,boat,random,,-0.0156,absent,no,0
2352709,boat,random,,-0.011,absent,no,0
2323717,boat,random,,-0.022,absent,no,0
2406352,boat,random,,0.006,absent,no,0
2321838,boat,random,,-0.0211,absent,no,0
3546,boat,random,,-0.0184,absent,no,0
2318858,boat,random,,-0.032,absent,no,0
2416679,boat,random,,-0.0337,absent,no,0
2387917,boat,random,,0.0033,absent,no,0
2315739,boat,random,,-0.0043,absent,no,0
2403052,boat,random,,-0.0316,absent,no,0
2347774,boat,random,,-0.0206,absent,no,0
2376916,boat,random,,-0.0121,absent,yes,0
2365850,boat,random,,-0.0175,absent,yes,0
2357470,boat,random,,-0.0437,absent,yes,0
2377960,boat,random,,-0.024,absent,yes,0
2333617,boat,random,,-0.0268,absent,yes,0
2386489,boat,random,,-0.0137,absent,yes,0
2391765,boat,random,,-0.0245,absent,yes,0
2341044,boat,random,,0.0171,absent,yes,0
2372938,boat,random,,0.0063,absent,yes,0
2344396,boat,random,,0.0055,absent,yes,0
2398306,boat,random,,0.0053,absent,yes,0
2364954,boat,random,,0.0155,absent,yes,0
1159921,boat,random,,0.0047,absent,yes,0
2394130,boat,random,,0.017,absent,yes,0
