image_id,class,stratum,cell,text_score,reference,exhaustive,n_boxes,detector,driver
2376806,Table Objects,boundary,,0.0755,absent,yes,0,Table Objects,stop sign
2402410,Table Objects,boundary,,0.0753,,no,0,Table Objects,stop sign
2379075,Table Objects,boundary,,0.0751,,no,0,Table Objects,dog
2374487,Table Objects,boundary,,0.0749,absent,yes,0,Table Objects,stop sign
2350610,Table Objects,boundary,,0.0745,absent,yes,0,Table Objects,kite
2392128,Table Objects,boundary,,0.0745,absent,yes,0,Table Objects,stop sign
2333001,Table Objects,boundary,,0.0739,absent,yes,0,Table Objects,kite
1159420,Table Objects,boundary,,0.0735,absent,yes,0,Table Objects,truck
2392264,Table Objects,boundary,,0.0734,,no,0,Table Objects,stop sign
2358316,Table Objects,boundary,,0.0732,absent,yes,0,Table Objects,sink
2393671,Table Objects,boundary,,0.073,absent,yes,0,Table Objects,dog
2323658,Table Objects,boundary,,0.0729,,no,0,Table Objects,dog
2407548,Table Objects,boundary,,0.0729,,no,0,Table Objects,bus
2407502,Table Objects,boundary,,0.0728,absent,yes,0,Table Objects,spoon
2367117,Table Objects,boundary,,0.0723,,no,0,Table Objects,kite
2327398,Table Objects,boundary,,0.0721,absent,yes,0,Table Objects,kite
2350334,Table Objects,boundary,,0.0718,absent,yes,0,Table Objects,knife
2369018,Table Objects,boundary,,0.0714,,no,0,Table Objects,kite
2399091,Table Objects,boundary,,0.0711,,no,0,Table Objects,sink
2358000,Table Objects,boundary,,0.0706,absent,yes,0,Table Objects,cell phone
2336745,Table Objects,boundary,,0.0704,,no,0,Table Objects,bus
2413072,Table Objects,boundary,,0.0701,,no,0,Table Objects,stop sign
2391765,Table Objects,boundary,,0.0697,absent,yes,0,Table Objects,chair
2330568,Table Objects,boundary,,0.0697,absent,yes,0,Table Objects,bus
2410628,Table Objects,boundary,,0.0695,,no,0,Table Objects,dog
2348108,Table Objects,boundary,,0.0692,,no,0,Table Objects,stop sign
2354790,Table Objects,boundary,,0.0692,absent,yes,0,Table Objects,bus
2394898,Table Objects,boundary,,0.0685,,no,0,Table Objects,dog
2416246,Table Objects,boundary,,0.0685,absent,yes,0,Table Objects,stop sign
2316125,Table Objects,boundary,,0.0684,,no,0,Table Objects,kite
2327098,Table Objects,boundary,,0.0683,,no,0,Table Objects,sink
2362065,Table Objects,boundary,,0.0679,present,yes,0,Table Objects,sink
2336569,Table Objects,boundary,,0.0676,absent,yes,0,Table Objects,stop sign
2413495,Table Objects,boundary,,0.0673,absent,yes,0,Table Objects,stop sign
2338255,Table Objects,boundary,,0.0673,absent,yes,0,Table Objects,bench
2362762,Table Objects,boundary,,0.067,present,yes,0,Table Objects,vase
2322849,Table Objects,boundary,,0.0669,,no,0,Table Objects,backpack
2392420,Table Objects,boundary,,0.0667,present,yes,0,Table Objects,vase
2329296,Table Objects,boundary,,0.0665,absent,yes,0,Table Objects,stop sign
2416700,Table Objects,boundary,,0.0664,absent,yes,0,Table Objects,cell phone
2417852,Table Objects,boundary,,0.0664,,no,0,Table Objects,boat
4185,Table Objects,boundary,,0.0662,,no,0,Table Objects,stop sign
2325379,Table Objects,boundary,,0.0661,,no,0,Table Objects,kite
2368073,Table Objects,boundary,,0.0661,,no,0,Table Objects,stop sign
2355890,Table Objects,boundary,,0.066,absent,yes,0,Table Objects,stop sign
1592013,Table Objects,boundary,,0.0657,present,yes,0,Table Objects,bench
2417678,Table Objects,boundary,,0.0657,,no,0,Table Objects,kite
2360975,Table Objects,boundary,,0.0656,absent,yes,0,Table Objects,kite
2407927,Table Objects,boundary,,0.0656,,no,0,Table Objects,bowl
2355650,Table Objects,boundary,,0.0656,,no,0,Table Objects,stop sign
2415598,Table Objects,boundary,,0.0652,,no,0,Table Objects,sink
2393732,Table Objects,boundary,,0.0648,,no,0,Table Objects,stop sign
2398807,Table Objects,boundary,,0.0647,,no,0,Table Objects,stop sign
2360,Table Objects,boundary,,0.0646,,no,0,Table Objects,stop sign
2400101,Table Objects,boundary,,0.0644,,no,0,Table Objects,kite
2380685,Table Objects,boundary,,0.0641,,no,0,Table Objects,sink
1986,Table Objects,boundary,,0.0639,,no,0,Table Objects,cell phone
2353986,Table Objects,boundary,,0.0638,,no,0,Table Objects,kite
2388314,Table Objects,boundary,,0.0637,present,yes,0,Table Objects,bench
2383506,Table Objects,boundary,,0.0634,absent,yes,0,Table Objects,sink
2379050,Table Objects,boundary,,0.0632,absent,yes,0,Table Objects,dog
2323842,Table Objects,boundary,,0.0627,,no,0,Table Objects,kite
2372457,Table Objects,boundary,,0.0624,,no,0,Table Objects,spoon
2363995,Table Objects,boundary,,0.062,,no,0,Table Objects,sink
2346929,Table Objects,boundary,,0.0619,,no,0,Table Objects,bus
2343839,Table Objects,boundary,,0.0618,absent,yes,0,Table Objects,stop sign
2417271,Table Objects,boundary,,0.0617,absent,yes,0,Table Objects,cell phone
2399554,Table Objects,boundary,,0.0616,,no,0,Table Objects,sink
2393952,Table Objects,boundary,,0.0616,,no,0,Table Objects,sink
2398287,Table Objects,boundary,,0.0614,absent,yes,0,Table Objects,bowl
2380089,Table Objects,boundary,,0.0613,absent,yes,0,Table Objects,kite
2379377,Table Objects,random,,0.006,,no,0,Table Objects,bird
2389518,Table Objects,random,,0.0262,,no,0,Table Objects,boat
2387690,Table Objects,random,,0.0414,absent,yes,0,Table Objects,bus
2341258,Table Objects,random,,0.0075,,no,0,Table Objects,bench
2343133,Table Objects,random,,0.0122,,no,0,Table Objects,bench
2410471,Table Objects,random,,0.0238,,no,0,Table Objects,bird
2338452,Table Objects,random,,0.0149,absent,yes,0,Table Objects,bird
2399496,Table Objects,random,,0.0389,,no,0,Table Objects,kite
655,Table Objects,random,,0.0285,,no,0,Table Objects,boat
2406950,Table Objects,random,,0.0483,,no,0,Table Objects,bowl
2416176,Table Objects,random,,0.0246,,no,0,Table Objects,bus
2379431,Table Objects,random,,0.0299,absent,yes,0,Table Objects,bus
2386624,Table Objects,random,,0.0363,absent,yes,0,Table Objects,dog
2376171,Table Objects,random,,0.0455,,no,0,Table Objects,bicycle
2342757,Table Objects,random,,0.0091,,no,0,Table Objects,car
2370802,Table Objects,random,,0.0289,absent,yes,0,Table Objects,stop sign
2379036,Table Objects,random,,0.0487,,no,0,Table Objects,kite
2372245,Table Objects,random,,0.0584,,no,0,Table Objects,stop sign
1556,Table Objects,random,,0.0293,,no,0,Table Objects,car
2328476,Table Objects,random,,0.0054,,no,0,Table Objects,bench
2379254,Table Objects,random,,0.0072,absent,yes,0,Table Objects,dog
2334823,Table Objects,random,,0.0328,absent,yes,0,Table Objects,kite
2413407,Table Objects,random,,0.0297,,no,0,Table Objects,spoon
1490,Table Objects,random,,0.0228,,no,0,Table Objects,bench
2368814,Table Objects,random,,0.0076,,no,0,Table Objects,bird
2408671,Table Objects,random,,0.048,absent,yes,0,Table Objects,bowl
2381000,Table Objects,random,,0.0398,absent,yes,0,Table Objects,cup
2410237,Table Objects,random,,0.0191,absent,yes,0,Table Objects,fork
2395379,Table Objects,random,,0.0472,,no,0,Table Objects,sink
2375949,Table Objects,random,,0.0249,,no,0,Table Objects,cup
2415129,Table Objects,random,,0.0367,absent,yes,0,Table Objects,kite
2399434,Table Objects,random,,0.0178,,no,0,Table Objects,bowl
2382828,Table Objects,random,,0.0059,absent,yes,0,Table Objects,dog
2364216,Table Objects,random,,0.0505,absent,yes,0,Table Objects,bus
2416508,Table Objects,random,,0.0089,,no,0,Table Objects,bird
2323085,Table Objects,random,,0.0491,absent,yes,0,Table Objects,kite
2334729,Table Objects,random,,0.0472,,no,0,Table Objects,bus
2411277,Table Objects,random,,0.0112,,no,0,Table Objects,bowl
2392094,Table Objects,random,,0.0195,absent,yes,0,Table Objects,truck
2386347,Table Objects,random,,0.039,present,yes,0,Table Objects,bowl
2340056,Table Objects,random,,0.0461,absent,yes,0,Table Objects,knife
2392807,Table Objects,random,,0.0315,absent,yes,0,Table Objects,bus
2382264,Table Objects,random,,0.0122,,no,0,Table Objects,dog
2398852,Table Objects,random,,0.0303,,no,0,Table Objects,knife
2336335,Table Objects,random,,0.0054,,no,0,Table Objects,car
2357898,Table Objects,random,,0.0097,,no,0,Table Objects,bench
2384185,Table Objects,random,,0.0402,,no,0,Table Objects,backpack
2352095,Table Objects,random,,0.0262,absent,yes,0,Table Objects,bus
2385477,Table Objects,random,,0.0176,,no,0,Table Objects,kite
2332648,Table Objects,random,,0.0099,,no,0,Table Objects,sink
2368984,Table Objects,random,,0.0302,,no,0,Table Objects,bus
2370144,Table Objects,random,,0.0122,,no,0,Table Objects,bowl
2358419,Table Objects,random,,0.0443,,no,0,Table Objects,bus
3801,Table Objects,random,,0.0487,,no,0,Table Objects,bench
2315796,Table Objects,random,,0.0284,,no,0,Table Objects,car
2370271,Table Objects,random,,0.0186,absent,yes,0,Table Objects,bird
2393325,Table Objects,random,,0.01,absent,yes,0,Table Objects,cup
2388486,Table Objects,random,,0.0236,absent,yes,0,Table Objects,bowl
1592557,Table Objects,random,,0.0233,,no,0,Table Objects,fork
497980,Table Objects,random,,0.0123,,no,0,Table Objects,bench
2403285,Table Objects,random,,0.019,absent,yes,0,Table Objects,kite
2411445,Table Objects,random,,0.0491,,no,0,Table Objects,bicycle
2402404,Table Objects,random,,0.032,,no,0,Table Objects,umbrella
2341076,Table Objects,random,,0.0401,absent,yes,0,Table Objects,bowl
2392734,Table Objects,random,,0.0268,absent,yes,0,Table Objects,kite
2320550,Table Objects,random,,0.0117,absent,yes,0,Table Objects,bench
2318153,Table Objects,random,,0.0302,absent,yes,0,Table Objects,fork
2358239,Table Objects,random,,0.0114,absent,yes,0,Table Objects,bird
2373243,Table Objects,random,,0.013,,no,0,Table Objects,bird
2392277,Table Objects,random,,0.0255,,no,0,Table Objects,bowl
4214,Table Objects,random,,0.0134,,no,0,Table Objects,fork
2352911,Table Objects,random,,0.0331,,no,0,Table Objects,bowl
2329538,Table Objects,random,,0.0147,,no,0,Table Objects,bench
2409231,Table Objects,random,,0.017,,no,0,Table Objects,bowl
2321487,Table Objects,random,,0.0043,absent,yes,0,Table Objects,bird
2386652,Table Objects,random,,0.014,absent,yes,0,Table Objects,bird
2316043,Table Objects,random,,0.0192,absent,yes,0,Table Objects,car
2340667,Table Objects,random,,0.02,,no,0,Table Objects,bicycle
2353402,Table Objects,random,,0.0515,,no,0,Table Objects,bus
1593184,Table Objects,random,,0.0417,absent,yes,0,Table Objects,dog
2392480,Table Objects,random,,0.0531,,no,0,Table Objects,bowl
2361524,Table Objects,random,,0.0098,absent,yes,0,Table Objects,boat
2334397,Table Objects,random,,0.007,,no,0,Table Objects,bowl
2320159,Table Objects,random,,0.0198,absent,yes,0,Table Objects,spoon
2359994,Table Objects,random,,0.02,,no,0,Table Objects,bus
2366442,Table Objects,random,,0.0404,absent,yes,0,Table Objects,bowl
2380376,Table Objects,random,,0.0097,,no,0,Table Objects,car
2416293,Table Objects,random,,0.0191,absent,yes,0,Table Objects,kite
2335019,Table Objects,random,,0.0156,,no,0,Table Objects,bench
2374137,Table Objects,random,,0.0087,,no,0,Table Objects,dog
2316533,Table Objects,random,,0.025,absent,yes,0,Table Objects,kite
2372204,Table Objects,random,,0.0081,,no,0,Table Objects,bowl
2364952,Table Objects,random,,0.0186,absent,yes,0,Table Objects,bird
2327535,Table Objects,random,,0.0311,,no,0,Table Objects,cup
1159799,Table Objects,random,,0.0239,,no,0,Table Objects,bowl
61589,Table Objects,random,,0.0178,,no,0,Table Objects,kite
2396098,Table Objects,random,,0.0475,absent,yes,0,Table Objects,bench
2363160,Table Objects,random,,0.0104,absent,yes,0,Table Objects,bird
2357470,Table Objects,random,,0.0348,absent,yes,0,Table Objects,dog
2410026,Table Objects,random,,0.0285,,no,0,Table Objects,kite
