image_id,class,stratum,cell,text_score,reference,exhaustive,n_boxes
2348311,backpack,boundary,,0.0025,absent,no,0
2335993,backpack,boundary,,0.0024,absent,no,0
2340799,backpack,boundary,,0.0024,absent,no,0
2366536,backpack,boundary,,0.0024,absent,no,0
2343775,backpack,boundary,,0.0023,absent,no,0
2416228,backpack,boundary,,0.0022,absent,no,0
2411445,backpack,boundary,,0.002,absent,no,0
2334354,backpack,boundary,,0.002,absent,no,0
2356469,backpack,boundary,,0.002,absent,no,0
1821,backpack,boundary,,0.002,absent,no,0
2379594,backpack,boundary,,0.0019,absent,no,0
2410194,backpack,boundary,,0.0019,absent,no,0
2417856,backpack,boundary,,0.0018,absent,no,0
2374537,backpack,boundary,,0.0018,absent,no,0
2348365,backpack,boundary,,0.0016,absent,no,0
2408968,backpack,boundary,,0.0016,absent,no,0
2412456,backpack,boundary,,0.0015,absent,no,0
2397655,backpack,boundary,,0.0014,absent,no,0
2405583,backpack,boundary,,0.0014,absent,no,0
2329538,backpack,boundary,,0.0013,absent,no,0
2367143,backpack,boundary,,0.0012,absent,no,0
2354795,backpack,boundary,,0.0012,absent,no,0
2356125,backpack,boundary,,0.0012,absent,no,0
2347686,backpack,boundary,,0.0011,absent,no,0
2392709,backpack,boundary,,0.0009,absent,no,0
2344109,backpack,boundary,,0.0007,absent,no,0
2346981,backpack,boundary,,0.0007,absent,no,0
2336338,backpack,boundary,,0.0007,absent,no,0
2365959,backpack,boundary,,0.0004,absent,no,0
2361781,backpack,boundary,,0.0003,absent,no,0
2388547,backpack,boundary,,-0.0001,absent,no,0
2396167,backpack,boundary,,-0.0001,absent,no,0
2335662,backpack,boundary,,-0.0003,absent,no,0
2350688,backpack,boundary,,-0.0006,absent,no,0
2333092,backpack,boundary,,-0.0006,absent,no,0
2334238,backpack,boundary,,-0.0006,absent,no,0
2368150,backpack,boundary,,-0.0007,absent,no,0
2325,backpack,boundary,,-0.0007,absent,no,0
3260,backpack,boundary,,-0.0008,absent,no,0
2348747,backpack,boundary,,-0.001,absent,no,0
2362164,backpack,boundary,,-0.0011,absent,no,0
498085,backpack,boundary,,-0.0011,absent,no,0
2360756,backpack,boundary,,-0.0012,absent,no,0
2324971,backpack,boundary,,-0.0012,absent,no,0
2359631,backpack,boundary,,-0.0012,absent,no,0
2417108,backpack,boundary,,-0.0012,absent,no,0
2391817,backpack,boundary,,-0.0014,absent,no,0
148,backpack,boundary,,-0.0014,absent,no,0
2372724,backpack,boundary,,-0.0018,absent,no,0
2363784,backpack,boundary,,-0.0021,absent,no,0
2402637,backpack,boundary,,-0.0022,absent,no,0
2364894,backpack,boundary,,-0.0022,absent,no,0
2332462,backpack,boundary,,-0.0023,absent,no,0
2344692,backpack,boundary,,-0.0026,absent,no,0
2376235,backpack,boundary,,-0.0026,absent,no,0
2330815,backpack,boundary,,-0.0026,absent,no,0
2350380,backpack,boundary,,-0.0029,absent,no,0
2353441,backpack,boundary,,-0.003,absent,no,0
2341929,backpack,boundary,,-0.003,absent,no,0
2318816,backpack,boundary,,-0.0031,absent,no,0
2410725,backpack,boundary,,-0.0031,absent,no,0
2343220,backpack,boundary,,-0.0031,absent,no,0
2384660,backpack,boundary,,-0.0031,absent,no,0
2409699,backpack,boundary,,-0.0031,absent,no,0
1593095,backpack,boundary,,0.0471,absent,yes,0
2317872,backpack,boundary,,0.0406,absent,yes,0
2397229,backpack,boundary,,0.0393,absent,yes,0
2364589,backpack,boundary,,0.0387,absent,yes,0
2414662,backpack,boundary,,0.0347,absent,yes,0
2361532,backpack,boundary,,0.0327,absent,yes,0
2408140,backpack,boundary,,0.032,absent,yes,0
2414621,backpack,boundary,,0.0311,absent,yes,0
2409385,backpack,boundary,,0.0289,absent,yes,0
2395725,backpack,boundary,,0.0289,absent,yes,0
1593046,backpack,boundary,,0.0273,absent,yes,0
2370276,backpack,boundary,,0.0266,absent,yes,0
2359882,backpack,boundary,,0.026,absent,yes,0
2331093,backpack,boundary,,0.0247,absent,yes,0
2331386,backpack,boundary,,0.0229,absent,yes,0
2390680,backpack,boundary,,0.0219,absent,yes,0
2371089,backpack,boundary,,0.0203,absent,yes,0
1592662,backpack,boundary,,0.02,absent,yes,0
2360841,backpack,boundary,,0.0198,absent,yes,0
2369913,backpack,boundary,,0.0192,absent,yes,0
2315705,backpack,boundary,,0.0189,absent,yes,0
2384888,backpack,boundary,,0.0188,absent,yes,0
2394765,backpack,boundary,,0.0146,absent,yes,0
2330082,backpack,boundary,,0.0141,absent,yes,0
2322469,backpack,boundary,,0.014,absent,yes,0
285878,backpack,boundary,,0.0137,absent,yes,0
2344941,backpack,boundary,,0.0129,absent,yes,0
2349797,backpack,boundary,,0.0126,absent,yes,0
2330963,backpack,boundary,,0.012,absent,yes,0
2349157,backpack,boundary,,0.0116,absent,yes,0
2316113,backpack,boundary,,0.0104,absent,yes,0
2405444,backpack,boundary,,0.0103,absent,yes,0
2335533,backpack,boundary,,0.0102,absent,yes,0
2361732,backpack,boundary,,0.009,absent,yes,0
2373554,backpack,boundary,,0.0089,absent,yes,0
2347456,backpack,boundary,,0.0087,absent,yes,0
2394529,backpack,boundary,,0.0087,absent,yes,0
2349789,backpack,boundary,,0.0082,absent,yes,0
2409788,backpack,boundary,,0.0082,absent,yes,0
2330283,backpack,boundary,,0.0077,absent,yes,0
2388475,backpack,random,,-0.0312,absent,no,0
2380331,backpack,random,,-0.024,absent,no,0
2400290,backpack,random,,-0.0213,absent,no,0
2411873,backpack,random,,-0.0276,absent,no,0
2379068,backpack,random,,-0.0172,absent,no,0
2406874,backpack,random,,-0.0342,absent,no,0
4540,backpack,random,,-0.0345,absent,no,0
2373367,backpack,random,,-0.0231,absent,no,0
2369018,backpack,random,,-0.0251,absent,no,0
2374053,backpack,random,,-0.0273,absent,no,0
833,backpack,random,,-0.0138,absent,no,0
2362384,backpack,random,,-0.0306,absent,no,0
2362006,backpack,random,,-0.0592,absent,no,0
2366097,backpack,random,,-0.0616,absent,no,0
2389788,backpack,random,,-0.0167,absent,no,0
2334625,backpack,random,,-0.0244,absent,no,0
4013,backpack,random,,-0.025,absent,no,0
2339071,backpack,random,,-0.0246,absent,no,0
2400459,backpack,random,,-0.0302,absent,no,0
2353058,backpack,random,,-0.0262,absent,no,0
2348739,backpack,random,,-0.0186,absent,no,0
2388537,backpack,random,,-0.0178,absent,no,0
2332766,backpack,random,,-0.0444,absent,no,0
2411658,backpack,random,,-0.0135,absent,no,0
2321778,backpack,random,,-0.0103,absent,no,0
1046,backpack,random,,-0.045,absent,no,0
2315784,backpack,random,,-0.0231,absent,no,0
2409682,backpack,random,,-0.0372,absent,no,0
2378750,backpack,random,,-0.0217,absent,no,0
2398597,backpack,random,,-0.025,absent,no,0
2321718,backpack,random,,-0.0241,absent,no,0
2358329,backpack,random,,-0.0237,absent,no,0
1869,backpack,random,,-0.0078,absent,no,0
4040,backpack,random,,-0.0222,absent,no,0
4629,backpack,random,,-0.0709,absent,no,0
2329905,backpack,random,,-0.0326,absent,no,0
2389243,backpack,random,,-0.0391,absent,no,0
2322223,backpack,random,,-0.0293,absent,no,0
2404466,backpack,random,,-0.044,absent,no,0
2395815,backpack,random,,-0.027,absent,no,0
2112,backpack,random,,-0.025,absent,no,0
3822,backpack,random,,-0.0289,absent,no,0
2412452,backpack,random,,-0.0095,absent,no,0
2046,backpack,random,,-0.0306,absent,no,0
2341890,backpack,random,,-0.018,absent,no,0
2395454,backpack,random,,-0.0436,absent,no,0
2330512,backpack,random,,-0.0268,absent,no,0
2369881,backpack,random,,-0.0033,absent,no,0
1485,backpack,random,,-0.0291,absent,no,0
2327056,backpack,random,,-0.069,absent,no,0
2374137,backpack,random,,-0.033,absent,no,0
910,backpack,random,,-0.0436,absent,no,0
2406273,backpack,random,,-0.0114,absent,no,0
2382397,backpack,random,,-0.0174,absent,no,0
2409796,backpack,random,,-0.0206,absent,no,0
2410628,backpack,random,,-0.0197,absent,no,0
2387501,backpack,random,,-0.0341,absent,yes,0
2357430,backpack,random,,-0.0032,absent,yes,0
2382986,backpack,random,,-0.0074,absent,yes,0
2417401,backpack,random,,-0.0202,absent,yes,0
2413302,backpack,random,,-0.0173,absent,yes,0
2405649,backpack,random,,-0.0282,absent,yes,0
2408575,backpack,random,,-0.0158,absent,yes,0
2323085,backpack,random,,-0.0446,absent,yes,0
2383222,backpack,random,,-0.025,absent,yes,0
2317806,backpack,random,,-0.0231,absent,yes,0
2359267,backpack,random,,-0.029,absent,yes,0
2393223,backpack,random,,-0.0255,absent,yes,0
2412119,backpack,random,,-0.0276,absent,yes,0
2376200,backpack,random,,-0.0237,absent,yes,0
